,genes,descriptions,gene_ids,search_substring,search_domain,name,defn,id,n_genes,synonym,xref,comment,uniprot
437,CYB5R3,cytochrome b5 reductase 3,1727,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",P00387
438,CYB5R4,cytochrome b5 reductase 4,51167,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q7L1T6
439,CYB5RL,cytochrome b5 reductase like,606495,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q6IPT4
440,CYBA,cytochrome b-245 alpha chain,1535,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","perinuclear endoplasmic reticulum, endoplasmic reticulum membrane","['""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0097038, GO:0005789","[18, 1114]","[nan, nan]","[nan, nan]","[nan, nan]",P13498
441,CYBB,cytochrome b-245 beta chain,1536,"Endoplasmic reticulum, Endoplasmic reticulum, Endoplasmic reticulum, Endoplasmic reticulum","CC, CC, CC, CC","endoplasmic reticulum, rough endoplasmic reticulum, perinuclear endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."" [ISBN:0198506732]', '""The portion of endoplasmic reticulum, the intracellular network of tubules and cisternae, that occurs near the nucleus. The lumen of the perinuclear endoplasmic reticulum is contiguous with the nuclear envelope lumen (also called perinuclear space), the region between the inner and outer nuclear membranes."" [GOC:bf, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005791, GO:0097038, GO:0005789","[1163, 58, 18, 1114]","[nan, [synonym(text='RER', scope='EXACT', typename='', dbxrefs=set()), synonym(text='rough ER', scope='EXACT', typename='', dbxrefs=set())], nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, {'NIF_Subcellular:sao1881364067', 'Wikipedia:Endoplasmic_reticulum#Rough_endoplasmic_reticulum'}, nan, nan]","[nan, nan, nan, nan]",P04839
442,CYBC1,cytochrome b-245 chaperone 1,79415,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q9BQA9
443,CYP17A1,cytochrome P450 family 17 subfamily A member 1,1586,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",P05093
444,CYP19A1,cytochrome P450 family 19 subfamily A member 1,1588,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",P11511
445,CYP1A1,cytochrome P450 family 1 subfamily A member 1,1543,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P04798
446,CYP1A2,cytochrome P450 family 1 subfamily A member 2,1544,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P05177
447,CYP1B1,cytochrome P450 family 1 subfamily B member 1,1545,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q16678
448,CYP21A2,cytochrome P450 family 21 subfamily A member 2,1589,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P08686
449,CYP26A1,cytochrome P450 family 26 subfamily A member 1,1592,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],O43174
450,CYP26B1,cytochrome P450 family 26 subfamily B member 1,56603,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q9NR63
451,CYP26C1,cytochrome P450 family 26 subfamily C member 1,340665,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q6V0L0
452,CYP2A13,cytochrome P450 family 2 subfamily A member 13,1553,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q16696
453,CYP2A6,cytochrome P450 family 2 subfamily A member 6,1548,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P11509
454,CYP2A7,cytochrome P450 family 2 subfamily A member 7,1549,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P20853
455,CYP2B6,cytochrome P450 family 2 subfamily B member 6,1555,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P20813
456,CYP2C18,cytochrome P450 family 2 subfamily C member 18,1562,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P33260
457,CYP2C19,cytochrome P450 family 2 subfamily C member 19,1557,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P33261
458,CYP2C8,cytochrome P450 family 2 subfamily C member 8,1558,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P10632
459,CYP2C9,cytochrome P450 family 2 subfamily C member 9,1559,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P11712
460,CYP2D6,cytochrome P450 family 2 subfamily D member 6,1565,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",P10635
461,CYP2E1,cytochrome P450 family 2 subfamily E member 1,1571,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P05181
462,CYP2F1,cytochrome P450 family 2 subfamily F member 1,1572,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P24903
463,CYP2J2,cytochrome P450 family 2 subfamily J member 2,1573,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P51589
464,CYP2R1,cytochrome P450 family 2 subfamily R member 1,120227,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q6VVX0
465,CYP2S1,cytochrome P450 family 2 subfamily S member 1,29785,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q96SQ9
466,CYP2U1,cytochrome P450 family 2 subfamily U member 1,113612,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q7Z449
467,CYP2W1,cytochrome P450 family 2 subfamily W member 1,54905,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum lumen, endoplasmic reticulum membrane","['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005788, GO:0005789","[313, 1114]","[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())], nan]","[nan, nan]","[nan, nan]",Q8TAV3
468,CYP39A1,cytochrome P450 family 39 subfamily A member 1,51302,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q9NYL5
469,CYP3A4,cytochrome P450 family 3 subfamily A member 4,1576,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P08684
470,CYP3A43,cytochrome P450 family 3 subfamily A member 43,64816,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q9HB55
471,CYP3A5,cytochrome P450 family 3 subfamily A member 5,1577,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],P20815
